"id","session","trial","cue","cs","photometry.1","photometry.2","photometry.3","photometry.4","photometry.5","photometry.6","photometry.7","photometry.8","photometry.9","photometry.10","photometry.11","photometry.12","photometry.13","photometry.14","photometry.15","photometry.16","photometry.17","photometry.18","photometry.19","photometry.20","photometry.21","photometry.22","photometry.23","photometry.24","photometry.25","photometry.26","photometry.27","photometry.28","photometry.29","photometry.30","photometry.31","photometry.32","photometry.33","photometry.34","photometry.35","photometry.36","photometry.37","photometry.38","photometry.39","photometry.40","photometry.41","photometry.42","photometry.43","photometry.44","photometry.45","photometry.46","photometry.47","photometry.48","photometry.49","photometry.50","photometry.51","photometry.52","photometry.53","photometry.54","photometry.55","photometry.56","photometry.57","photometry.58","photometry.59","photometry.60","photometry.61","photometry.62","photometry.63","photometry.64","photometry.65","photometry.66","photometry.67","photometry.68","photometry.69","photometry.70","photometry.71","photometry.72","photometry.73","photometry.74","photometry.75","photometry.76","photometry.77","photometry.78","photometry.79","photometry.80","photometry.81","photometry.82","photometry.83","photometry.84","photometry.85","photometry.86","photometry.87","photometry.88","photometry.89","photometry.90","photometry.91","photometry.92","photometry.93","photometry.94","dat_AUC_pre","dat_AUC_post","dat_AUC_cue"
"HJ-FP-M3",-1,7,0,1,0.311620379876087,0.38959085970642,0.332597540975037,0.151985672637782,-0.0568016915047787,-0.131586163444824,-0.115563180880376,-0.0802226757085703,-0.112841378519794,-0.119984930928367,-0.150021036971695,-0.271470442312514,-0.0847867155952828,0.074069406709853,0.335085202786794,0.862495992985425,2.68162043281083,5.24598990040381,7.80828113972349,8.76242561923145,8.79778289451157,7.95908791875528,7.32858923911623,6.77925586541325,6.15519418437294,5.4489560687727,4.85615891833622,4.43651462700263,4.16028188710217,3.93958706530562,3.6745642342839,3.30828378741549,3.21805069969852,3.19595083259686,3.1032662391534,2.95635911547175,2.3045683158263,1.83648712282673,1.0789879326509,0.893583195330292,0.96549669665858,1.38482815411322,1.77456806083414,2.17779435071946,2.65841513674183,3.15155983429596,3.43032885642859,3.3409866960906,2.66128473934433,2.07467460834932,1.3661938862901,1.11691639751482,0.683274927707018,0.336442193958965,-0.0487080033679375,-0.0291387231778281,0.579216788908066,1.65341458433214,2.15645030445655,2.39833835352812,2.15393758255304,2.05879224793804,1.70779819353717,1.21488749286705,1.81110274163267,2.53916202073382,3.46093244832479,3.11665725416084,2.21495862863189,1.56661000433972,1.20516692432862,1.27161541387148,1.0153799055073,0.733517211902261,0.725508360812786,0.697814714097705,0.650419572099822,0.315417924218965,0.0425480236718007,-0.34692562361353,-0.25591596640943,0.409055241497835,1.25976678746244,1.75505080407075,1.76065244881335,1.85360370194908,1.92459477969266,1.65015044468903,1.03795058117644,0.219701075462357,-0.370544327384787,-0.574691862975932,-0.696761647787564,-0.71712258466785,0.0314447231217182,1.40502519653783,3.96033613115045
"HJ-FP-M3",-1,8,0,1,-0.415693912139444,-0.604961463276006,-0.383246209835671,0.0592517354840171,0.979487692594306,1.72438103931966,2.08949994348005,2.08673955113044,1.94181204383326,1.65099561599561,1.20937967163115,0.821890487127421,0.475074003107413,0.217925240147807,0.290215775368239,0.806711577149246,3.0983055141977,5.87850408336472,8.08759848085927,8.83288354764614,8.61672482573309,8.63775182201098,8.69361361684883,8.38355025440365,7.94509682562641,7.27445602896639,6.81934692464046,6.355421848131,5.99888611938868,5.21285027492587,4.63745004576529,3.92352025838178,3.6901552713131,3.64292862041233,3.55604861793662,3.80555018007988,3.79728377275553,3.72837506283929,3.20689794574482,2.92936054648917,2.79285937706156,2.65178784001519,2.48563571720326,2.25598255787598,2.51998183295374,2.66947363193399,2.73674457218018,2.60221797275311,2.03145599996123,1.69245525467907,1.15503170987693,0.751507151987179,0.306319599202694,0.12488429463063,-0.00479541054830242,-0.125544277496265,-0.232061537911916,-0.138033195787818,-0.162734838001631,-0.373540987452828,-0.659448820457768,-0.804576543511706,-0.921400864644788,-1.02836321673007,-1.01134535875817,-1.1452684282028,-0.968862777245112,-0.318381077743731,0.583723550065825,1.29107978656122,1.27757272545611,1.24421938779024,1.05531468271322,0.908896962972132,0.587846994599593,0.433767764573427,0.697780396019586,0.697029601699347,0.590989269653752,0.391414927722571,0.448508102964007,0.79500871638855,0.912186808603819,1.09350783035075,0.682431588164986,0.232480616359401,-0.407545441538558,-0.713207503960081,-0.799637315487337,-0.477961185214208,-0.24224334016431,-0.177191169490634,-0.334283033905434,-0.495904111498593,0.809516747597883,-0.416158056060762,4.19933389875945
"HJ-FP-M3",-1,9,0,1,-0.295046345995526,-0.200831994083264,-0.314234761715959,-0.121262303896646,0.0862168042984993,0.222211053857403,-0.0719455023757521,-0.53680764413457,-0.935417943537028,-1.09386694991771,-1.2222670604805,-1.1378796478065,-1.00801988421245,-0.724413622645638,-0.495272417935404,0.00196718417600485,1.85563069787663,4.7937233351778,7.7940447154675,9.3141706657842,9.44570072296487,9.2153548593135,8.81932627450891,8.23790373819309,7.3067274700816,6.1482220455326,5.00207008779608,4.31936435129684,3.74666051271162,3.5927677872808,3.25448815009562,3.03156698403967,2.56039247771396,2.45094243521731,2.5100483923091,2.65892496202093,2.56153871573079,2.48634731527217,2.88406756797066,3.83053450036987,4.41308463558163,4.58249847335932,4.15703646435345,3.57454292729654,3.1909386435963,2.889832827716,2.754864292489,2.50912679574463,2.23349357669308,2.1184367268044,2.18312969029917,2.19500800293137,2.09887216283992,1.66614509525932,1.17514475031194,0.823567950746887,0.744130991489256,0.575054263902052,0.335618379921614,-0.0898802849194266,-0.303017280945075,0.158120058361879,1.5656490821363,2.58828185834163,3.02857053004614,2.28754326593508,1.69135185364842,1.60240297811833,1.62167835708814,1.60708279320961,1.28069611410869,0.82967645256868,0.689850285964049,0.672188452684135,0.655429520973674,0.649736827214267,0.374747794804166,0.265337692434528,0.401997716789788,0.551053428644499,0.650581261174397,0.662996298758652,0.718640117963296,0.780529828936075,0.54592677795815,0.351396805949397,0.0905094830871646,-0.207772379882759,-0.416875056676702,-0.475206329102315,-0.680069279571837,-0.737988330958126,-0.783837814528265,-0.639131660858286,-0.52325588137207,1.61507032165033,5.11460878447505
"HJ-FP-M3",-1,10,0,1,-1.35164953169346,-1.13101420637781,-0.637971705236043,-0.755620910087365,-0.736070101936076,-1.02382300558228,-0.901742224415084,-0.748550923267696,-0.65623582833312,-0.514998588304872,-0.304376227639609,-0.0621444598143581,0.166244850293729,-0.117365990120954,-0.646262106004892,-0.837588982172067,1.49572934010299,5.51255958612488,9.68754795418852,11.7568215441485,11.6088432160108,10.5855964426779,9.41192859803927,8.38106008028576,7.75618198272325,7.07889945394362,6.71727158526077,6.22852740149852,5.57459660881735,4.83387863424483,4.07387586187338,3.49104107641772,3.02855512518263,2.67291421676477,2.7660784950879,3.38112766270068,4.03905053079661,4.31181015331384,4.0347685994044,3.77305721346232,3.37912497634087,2.93894785977474,2.38010408278851,2.17700588671666,2.47944914008464,2.59656388271386,2.46605835328907,1.64777216552069,0.913029275183123,0.23109426063941,-0.175497288532163,-0.241315402734606,-0.235713712418418,-0.0441433072744689,-0.280906838694097,-0.339209950136769,-0.478277055031195,-0.28665224298913,-0.31058049601262,-0.3496842465835,-0.418853280783347,-0.0807088489142891,0.593282802146669,1.11790437762316,1.3573979537964,1.10301033907245,0.945225513551032,0.746644953545361,0.533613009179153,0.419951179562095,0.421254283631641,0.604570074676471,0.668780528951528,0.696341476092322,0.456450497668245,0.331256421509298,0.0958717381123544,0.0576625144777502,0.207529902238111,0.503403947000219,0.755299429848109,0.773592439230725,0.756443868627217,0.726750166575924,0.83076640816047,0.777563420362724,0.385510499280659,-0.00245073815717732,-0.402853681215851,-0.472997695818438,-0.446414746151934,-0.395887067709441,-0.057013050084516,0.128155233112923,-0.628105397234659,1.06367763938955,5.78539754145481
"HJ-FP-M3",-1,11,0,1,-0.185540552701963,-0.24956205898029,-0.393074343613373,-0.421391597580675,-0.38940242230163,-0.0895449062967226,-0.0611513185602713,0.205682759335441,-0.0329049455610944,-0.114269061040145,-0.331020689911985,-0.33281297245517,-0.246050098598609,-0.0981239108717783,0.100070884321223,0.79005414109209,3.60969545087989,6.9825663277125,10.1118419651186,10.8005247909479,10.3525288747951,9.52945020820858,8.86334918331523,8.489093896504,7.69083872395202,6.97006942111712,5.97794941713171,5.10249693374733,4.22121837204117,3.26467350299416,2.56688355331148,2.18271739550963,1.73815580836629,1.27891323887032,0.680573979673415,0.345221129661311,0.248712435766935,0.578349834662528,1.1511879690512,1.82981892798442,2.08843838337808,2.00339301450029,1.62455554840463,1.66418946378748,1.63234081393767,1.74256645529748,1.38497964119802,1.24342012330426,1.00425800997267,1.02173836942093,0.926705792444781,0.651970620286037,0.226514234544735,-0.202906610892405,-0.462771916872783,-0.574839477056805,-0.743263685640372,-0.75720561917919,-0.814541854422448,-0.849765377298075,-0.986057178806181,-0.869347257308209,-0.65063405354486,-0.531897228654411,0.177750835257424,1.83451380144736,3.33193677638915,3.87179195672422,2.82705881345301,1.8725380948608,1.39477928393976,1.13159177080692,0.880067984378547,0.574991081565667,0.500877454893917,0.663733403416255,0.699972600212023,0.612475812999769,0.462506429468564,0.513068088259102,0.311027368750489,-0.0582372348718262,-0.453013062061939,-0.880996880044233,-1.03214931168418,-1.03841644504126,-1.09564922773107,-0.930642460192977,-0.764269491217128,-0.220410806295646,0.642675694421378,1.80085316495792,2.71544307056407,3.17059282046435,-0.175939682321136,0.530291229531712,4.32159977253524
"HJ-FP-M3",-1,12,0,1,1.34120152974562,1.53067062298324,1.31596557963175,1.11421562650364,0.890111500292113,0.752008569434744,0.392002010764579,-0.0663089712975686,-0.562918550281514,-0.773365986539961,-0.910767353340225,-0.9083513168437,-0.949308042141259,-1.08824224987007,-1.07343618911677,-0.1021673032088,2.63492323950563,6.38826712434633,9.492612313923,10.7561330173976,10.6998441006481,9.70831115962515,8.62635234783672,7.26491839570956,6.28446407939468,5.19997404037767,4.35540362172605,3.80230517857556,3.67660174617282,3.50043975087208,3.09854756478254,2.51630839551062,2.16857280615137,1.78905902799171,1.26742196969051,0.85052312114535,0.784547242353534,0.807653425238703,0.809966893342365,0.7416740858284,0.792782438551821,0.993046991161439,1.09822776083344,1.2280669781658,1.25688415002628,1.62002771065849,2.1335297222416,2.36924101443942,2.42344396288322,2.00383216873993,1.81475308297139,1.26500380678672,0.859756351842875,0.402826703001156,0.258800461093273,-0.0607452627288893,-0.368415622006824,-0.699312978295443,-0.869191592314799,-0.72931182295416,-0.582139333340849,0.371035601821533,1.82291167779334,3.12936959238862,3.25240988926818,2.64012918337174,1.82134343912377,1.5200688608064,1.07198448565304,1.08411867035546,1.28057621815537,1.51666384511135,1.50296557439055,1.58078325666181,1.76154049664452,1.68373402966684,1.06842230612069,0.339721599195443,-0.194494865964679,-0.384103480903061,-0.177900666206899,0.937143018859485,2.09149156273836,2.72450401828575,2.65119754908706,2.33777785830873,2.14564157934322,1.71612695294648,1.24825870028923,0.823916755503336,0.502516492943417,0.487706884668815,0.250131042233295,-0.00599968641771923,0.0668984519949745,1.15997790537909,3.68282373679423
"HJ-FP-M3",-1,13,0,1,0.654655439240839,0.626627482458188,0.42661001134915,0.513880304235833,0.865800907548992,0.932324690395263,1.08765110768639,1.03701987778932,1.1067554581937,1.05603207290437,0.807172338079553,0.58861255197391,0.254276673391764,0.242724563187254,0.0993896169498556,0.510577996183017,2.35636302446368,5.85960277504766,9.09841373749077,10.507560456286,10.3028729561129,9.43793625165479,8.83839869028102,7.91599111662148,7.29395007547667,6.77309160476092,6.3479264369677,5.8467813912428,5.0767178061737,4.18624216287302,3.77235183496123,3.44707970791743,3.41781326005924,3.09770622626384,2.76400854895139,2.8019681507639,2.72813021646593,3.12601035169338,3.17416563344691,3.40011492312996,3.45714261083191,3.23334337951689,3.1834272450953,3.18332264388911,3.21152371869274,2.96106319757881,2.54513653731486,1.93146941380703,1.24761087334097,0.799301385196578,0.458880714214275,0.220312949997603,-0.116986756576289,-0.00441251114747502,0.271261012806568,0.594949865647996,0.4504937605205,0.400196843999867,0.386288478660628,0.412007852213557,0.609487719882288,0.37267328028175,0.774109543298958,1.79666059802844,3.03085779845619,3.46708146329362,2.70730641095652,1.87956126839809,1.54199562759329,1.61225247889376,1.8200905280306,2.05168417128654,2.09642907694474,2.1212008232359,1.89742169035101,1.5715925937327,1.13224943042308,0.774604324413875,0.596923960415387,0.236635826196615,0.189722527894942,0.278801859931529,0.521260105530944,0.342209545191639,0.0918975548484436,-0.023159201677948,-0.135157016957239,-0.272149869420441,-0.492747891630414,-0.544380417698966,-0.466641572229767,-0.294145618725072,0.100971926497313,0.673676191204222,0.686635539692292,0.304579780923293,4.25838229141822
"HJ-FP-M3",-1,14,0,1,-0.978263252761429,-0.961526464169821,-0.672955519798285,-0.221704484353637,0.392049985882251,0.740356433287475,0.917102671408188,0.844357461691833,0.761001463235224,0.667890953805256,0.864510464899923,0.853846703726456,0.869194499855451,0.615670685053448,0.642504819763438,1.16610081111188,3.30681605672001,5.93138859767333,8.05259798800313,8.4770919819277,7.8073058682329,7.04957188030234,6.37353573270196,5.75586771949542,5.28339282480561,5.26390120589331,5.28726479512504,5.50899348914991,5.18629075149022,5.05354797187853,4.72682546723865,4.76265033213003,4.58179691013069,4.31118202515965,4.26258205641066,4.11122384274655,4.31327932236665,3.99084335028289,3.59115094506339,3.19443087065285,3.02751145614355,2.948094813429,2.87921076783058,2.77814544761828,2.95909102515158,3.09068625977832,3.23150339241901,2.9956666041131,2.90630676308636,2.8198119529463,2.62581390814596,2.73750676413093,2.55478961492591,2.47764112030858,2.24720791265848,2.16790683889492,2.12981133497362,1.89855232704234,1.41473453342064,0.985296557508752,0.523803608158394,-0.0536040841626599,-0.642386151003097,-0.231980495126372,1.40637080776436,3.51165800369445,4.96654388005713,5.28080875193619,5.0620389227166,5.00785346163385,4.75624867748176,4.42634049372858,3.38632503050249,2.44720369448112,1.54709475713485,1.174694823381,0.87223910756701,0.632238317691253,0.434812557620391,0.284292727326783,0.136566690058344,-0.438018334311413,-0.822577960409314,-0.852837471988017,-0.631820737935253,-0.487554067428184,-0.207813833155166,0.0479577677690345,0.144109023381486,-0.0265495743530963,-0.163537026829884,-0.166687575592253,-0.0838753098269089,0.0233296538573613,0.355602428101718,1.3763374447553,4.37578711546049
"HJ-FP-M3",-1,15,0,1,-1.33567472437674,-1.2971429098874,-1.33368620940593,-1.23130858865971,-1.29648703146387,-1.32649989582626,-1.27330140322248,-1.04012889543045,-0.987227157747654,-0.79507609885271,-0.696975555800674,-0.55489938865933,-0.618176100997575,-0.655374213627285,-0.598069319333438,0.439927342468318,2.73666394659386,5.9419831151788,8.54596354854711,9.41411246973668,9.36287016835413,8.92915092541943,8.61291262054598,7.77377927339146,6.62397526653412,5.33757881307105,4.63331651514178,4.23664885388176,4.01286844841217,3.67961428823104,3.16202845735641,2.81287814352438,2.40608545866441,2.44271384212988,2.67997855772168,2.69909763232277,2.77499503203104,2.75914534597732,2.56450196050636,2.22990093648371,1.80162687123472,1.67514699869984,1.32580679752662,0.903207651496271,0.24058993926487,0.0209965711862911,0.0913750837340406,0.798631841763509,1.54177421721142,1.9082626029321,1.71126105462693,1.15576073966213,0.341570498307542,-0.444863821130564,-1.0848171778658,-1.46387384660603,-1.4109457910222,-1.3688140619159,-1.23313911989598,-1.35006930112879,-1.62804240353087,-1.59098975161194,0.183334625691088,2.3056375796787,3.99463185406447,3.84960933281105,3.28259361389086,3.21541790651623,3.21562124926038,3.44070042872187,3.64961699637614,4.16203665854462,4.4037691881571,4.13163945639814,3.38628915194129,2.54082054140135,1.89767691310951,1.46647055363407,1.20319050388445,1.00421518166302,0.714445189836774,0.409763065402767,0.0617317373210154,-0.351079553321624,-0.775982409293632,-1.01090204394572,-0.982354068638202,-0.679723506230603,-0.275362396783179,0.417776122136451,1.14418330777429,1.67185046360801,1.544374659155,1.45353566641976,-1.00266849955277,1.99946097081819,5.0946374735677
"HJ-FP-M3",-1,16,0,1,-1.0078399638456,-1.17217347725655,-1.26542174953378,-1.36942014478099,-1.49686203007554,-1.33229121855016,-1.06722765848591,-0.773270200031718,-0.632265025399143,-0.419531017967459,-0.182530822202991,-0.0112569127627211,0.15670226183086,-0.0880046246027401,-0.151835742908419,-0.274275453869329,1.36363286173275,4.57252370965433,8.18860737420854,10.2750605306613,10.3830050483459,10.0601156950688,9.46310560373053,8.97977208387404,7.8039535267305,6.59838596843617,5.50939569214085,4.92062758945979,4.48532943438486,4.06141789521085,3.3614435681311,2.71624378235462,2.40846025509907,2.6380738642192,3.464493508869,4.14520240218875,4.19230751856611,3.43333380762524,2.66795318749795,2.28788028527778,2.30532261516821,2.2830055921228,2.25977459371729,2.03478050791939,1.72124777011278,1.72222445671361,1.67936460853886,1.83165762889166,1.79897032485524,1.72398602171044,1.77781758026664,2.03863544290498,2.2483456084755,2.29073331156187,1.97522686541077,1.63543261889888,1.29001375487735,1.06220959179834,0.900311162894547,0.804612576197458,0.417029212633738,-0.0166973020195531,0.0717450262846953,1.44240800501113,2.70713522406483,3.24524663068406,2.65352139905796,2.08517377817858,2.04074812512678,2.42859074172532,3.02147944717373,3.73337187648728,3.87984400494089,3.78014217363655,3.44933760914982,3.02305564507943,2.48595940036676,1.74867648045997,0.983847015803429,0.606712732395285,0.552814059967696,0.422659119264177,0.284083510508057,-0.128220298528692,-0.178801305880353,-0.0391643741021191,0.46506162150033,0.952757747362574,1.44335110745082,1.56404517221259,1.39417818767782,1.13454360502386,0.974679142976765,0.853039566241619,-0.720881888438191,2.36322533599357,5.3312212490595
